date,close,return_1d,log_return,ma_10,price_to_ma_10,zscore_10,ma_20,price_to_ma_20,zscore_20,ma_60,price_to_ma_60,zscore_60,momentum_10,momentum_20,momentum_60,vol_20,drawdown_from_high_20,vol_60,drawdown_from_high_60,regime_vol,vol_regime
2021-07-12,91.003328,0.00397,0.003962,93.476352,-0.026456,-1.316065,93.943691,-0.031299,-1.594224,97.216282,-0.063909,-1.47736,-0.070751,-0.013985,-0.120735,0.011047,-0.070751,0.009654,-0.131205,0.009654,low
2021-07-13,91.941601,0.01031,0.010258,93.014081,-0.01153,-0.665209,93.923933,-0.021106,-1.063762,97.020023,-0.052344,-1.217228,-0.047872,-0.00428,-0.113535,0.011302,-0.06117,0.00977,-0.122247,0.00977,low
2021-07-14,94.190033,0.024455,0.024161,92.848584,0.014448,0.970938,93.926054,0.00281,0.141636,96.847863,-0.027443,-0.652869,-0.017267,0.000451,-0.098829,0.011765,-0.038211,0.010268,-0.100782,0.010268,low
2021-07-15,97.561283,0.035792,0.035166,93.124296,0.047646,2.31567,94.109301,0.036681,1.70464,96.737999,0.00851,0.207911,0.029082,0.039032,-0.06329,0.014073,-0.003787,0.011329,-0.068597,0.011329,low
2021-07-16,98.067266,0.005186,0.005173,93.492962,0.048927,1.895968,94.374229,0.039132,1.699128,96.626677,0.014909,0.376657,0.039062,0.057116,-0.063766,0.013711,0.0,0.011324,-0.056489,0.011324,low
2021-07-19,96.929041,-0.011607,-0.011674,93.900586,0.032252,1.161838,94.571325,0.024931,1.063442,96.50985,0.004344,0.113151,0.0439,0.042392,-0.06744,0.01407,-0.011607,0.011373,-0.065559,0.011373,low
2021-07-20,94.499507,-0.025065,-0.025385,93.992345,0.005396,0.194321,94.633723,-0.001418,-0.061104,96.359717,-0.019305,-0.516853,0.009805,0.013383,-0.087027,0.015268,-0.036381,0.011775,-0.088981,0.011775,normal
2021-07-21,94.822541,0.003418,0.003413,94.139462,0.007256,0.261605,94.634653,0.001985,0.085537,96.222509,-0.014549,-0.400366,0.01576,0.000196,-0.079884,0.014847,-0.033087,0.011785,-0.085867,0.011785,normal
2021-07-22,93.920799,-0.00951,-0.009555,94.357887,-0.004632,-0.175573,94.541796,-0.006568,-0.284142,96.094404,-0.022619,-0.632341,0.02381,-0.01939,-0.075647,0.014796,-0.042282,0.011717,-0.09456,0.011717,normal
2021-07-23,93.472528,-0.004773,-0.004784,94.640793,-0.012344,-0.532338,94.405011,-0.009877,-0.431221,95.948563,-0.025806,-0.737131,0.031211,-0.028435,-0.085602,0.014766,-0.046853,0.011687,-0.098881,0.011687,normal
2021-07-26,92.807032,-0.00712,-0.007145,94.821163,-0.021241,-1.033656,94.148758,-0.014251,-0.661336,95.800861,-0.031251,-0.907628,0.01982,-0.052333,-0.087166,0.014129,-0.053639,0.011699,-0.105297,0.011699,normal
2021-07-27,92.6689,-0.001488,-0.001489,94.893893,-0.023447,-1.202156,93.953987,-0.013678,-0.651073,95.650264,-0.031169,-0.922704,0.00791,-0.04034,-0.088844,0.013886,-0.055048,0.011696,-0.106629,0.011696,normal
2021-07-28,93.880687,0.013077,0.012992,94.862958,-0.010355,-0.526723,93.855771,0.000265,0.01294,95.509715,-0.017056,-0.522174,-0.003284,-0.020495,-0.082422,0.014197,-0.042691,0.011806,-0.094946,0.011806,normal
2021-07-29,94.076593,0.002087,0.002085,94.51449,-0.004633,-0.266987,93.819393,0.002741,0.13437,95.362926,-0.013489,-0.432667,-0.035718,-0.007674,-0.085604,0.014024,-0.040693,0.011781,-0.093058,0.011781,normal
2021-07-30,93.916459,-0.001702,-0.001704,94.099409,-0.001944,-0.160996,93.796185,0.001282,0.062971,95.199377,-0.013476,-0.462921,-0.042326,-0.004918,-0.094602,0.013996,-0.042326,0.011714,-0.093712,0.011714,normal
2021-08-02,92.775056,-0.012153,-0.012228,93.68401,-0.009702,-1.293939,93.792298,-0.010846,-0.532037,95.0185,-0.023611,-0.875804,-0.042856,-0.000837,-0.104727,0.013791,-0.053965,0.011791,-0.100347,0.011791,normal
2021-08-03,90.947427,-0.0197,-0.019896,93.328802,-0.025516,-2.324341,93.660574,-0.028968,-1.349714,94.815571,-0.040797,-1.619904,-0.037588,-0.028152,-0.11807,0.014309,-0.072602,0.012007,-0.117403,0.012007,normal
2021-08-04,90.436316,-0.00562,-0.005636,92.89018,-0.026417,-2.023355,93.514821,-0.03292,-1.445685,94.605422,-0.044068,-1.893352,-0.046257,-0.031227,-0.122363,0.014338,-0.077813,0.012015,-0.10459,0.012015,normal
2021-08-05,90.396046,-0.000445,-0.000445,92.537704,-0.023144,-1.569318,93.447796,-0.032657,-1.38455,94.428691,-0.042706,-1.915695,-0.037529,-0.014613,-0.104989,0.013872,-0.078224,0.011792,-0.089493,0.011792,normal
2021-08-06,92.352769,0.021646,0.021415,92.425728,-0.000789,-0.054903,93.533261,-0.012621,-0.555398,94.31322,-0.020787,-0.968513,-0.01198,0.018857,-0.069784,0.014425,-0.058271,0.011996,-0.058271,0.011996,normal
2021-08-09,92.515757,0.001765,0.001763,92.396601,0.00129,0.090039,93.608882,-0.011678,-0.530636,94.226196,-0.018152,-0.86081,-0.003139,0.016619,-0.053423,0.014411,-0.056609,0.011853,-0.056609,0.011853,normal
2021-08-10,93.631967,0.012065,0.011993,92.492908,0.012315,0.829145,93.6934,-0.000656,-0.030349,94.176832,-0.005786,-0.277392,0.010393,0.018385,-0.030663,0.014473,-0.045227,0.011881,-0.045227,0.011881,normal
2021-08-11,93.09126,-0.005775,-0.005792,92.413965,0.007329,0.515798,93.638462,-0.005844,-0.270231,94.11039,-0.010829,-0.527459,-0.008409,-0.011665,-0.041065,0.013491,-0.050741,0.011878,-0.050741,0.011878,normal
2021-08-12,91.795289,-0.013922,-0.014019,92.185835,-0.004237,-0.32613,93.350162,-0.016656,-0.841061,94.039514,-0.023865,-1.158149,-0.024249,-0.059101,-0.044276,0.010909,-0.063956,0.011932,-0.063956,0.011932,normal
2021-08-13,90.756453,-0.011317,-0.011381,91.869834,-0.012119,-1.000253,92.984621,-0.023963,-1.406996,93.958253,-0.034077,-1.624273,-0.033647,-0.074549,-0.050984,0.010884,-0.063682,0.012001,-0.074549,0.012001,normal
2021-08-16,89.988049,-0.008467,-0.008503,91.591133,-0.017503,-1.338936,92.637572,-0.028601,-1.846679,93.838817,-0.041036,-1.934127,-0.03004,-0.071609,-0.073761,0.010793,-0.050985,0.01184,-0.082384,0.01184,normal
2021-08-17,92.33456,0.026076,0.025742,91.729847,0.006592,0.506027,92.529324,-0.002105,-0.142121,93.765074,-0.015256,-0.728674,0.015252,-0.02291,-0.045727,0.011454,-0.026238,0.012337,-0.058457,0.012337,high
2021-08-18,91.44721,-0.00961,-0.009657,91.830936,-0.004179,-0.342051,92.360558,-0.009889,-0.712084,93.661882,-0.023645,-1.154029,0.011178,-0.035596,-0.063413,0.011549,-0.027949,0.012322,-0.067505,0.012322,high
2021-08-19,92.390461,0.010315,0.010262,92.030378,0.003913,0.352386,92.284041,0.001153,0.086385,93.592218,-0.01284,-0.636575,0.022063,-0.016294,-0.043283,0.01169,-0.017923,0.012337,-0.057887,0.012337,high
2021-08-20,91.413083,-0.010579,-0.010635,91.936409,-0.005692,-0.507571,92.181069,-0.008331,-0.632491,93.509907,-0.022424,-1.119294,-0.010175,-0.022033,-0.051257,0.011857,-0.028312,0.0124,-0.067853,0.0124,high
2021-08-23,92.459202,0.011444,0.011379,91.930753,0.005748,0.514056,92.163677,0.003207,0.244719,93.462916,-0.010739,-0.538553,-0.000611,-0.003748,-0.029591,0.01207,-0.017192,0.012424,-0.057186,0.012424,high
2021-08-24,92.905876,0.004831,0.004819,91.858144,0.011406,1.131655,92.175526,0.007923,0.601779,93.429502,-0.005604,-0.282214,-0.007755,0.002557,-0.021124,0.012112,-0.012444,0.012433,-0.052631,0.012433,high
2021-08-25,92.749957,-0.001678,-0.00168,91.824014,0.010084,1.046086,92.11899,0.006849,0.544895,93.377137,-0.006717,-0.342844,-0.003666,-0.012044,-0.032765,0.011749,-0.014102,0.012357,-0.054221,0.012357,high
2021-08-26,92.723143,-0.000289,-0.000289,91.916799,0.008773,0.871714,92.051317,0.007298,0.622987,93.356799,-0.006787,-0.346314,0.010108,-0.014387,-0.01299,0.011734,-0.012706,0.012084,-0.054494,0.012084,normal
2021-08-27,92.015831,-0.007628,-0.007657,92.042737,-0.000292,-0.032019,91.956286,0.000648,0.060149,93.316173,-0.013935,-0.709802,0.013876,-0.020237,-0.025807,0.011831,-0.017261,0.0121,-0.061707,0.0121,normal
2021-08-30,92.528204,0.005568,0.005553,92.296753,0.002508,0.469531,91.943943,0.006355,0.595468,93.279274,-0.008052,-0.411507,0.028228,-0.002661,-0.023368,0.011621,-0.011788,0.012116,-0.056482,0.012116,normal
2021-08-31,92.042802,-0.005246,-0.00526,92.267577,-0.002436,-0.450954,91.998712,0.000479,0.046205,93.24519,-0.012895,-0.657459,-0.00316,0.012044,-0.021736,0.010798,-0.016972,0.012103,-0.061432,0.012103,normal
2021-09-01,90.717151,-0.014403,-0.014507,92.194571,-0.016025,-2.290096,92.012754,-0.014081,-1.388698,93.21568,-0.026804,-1.34697,-0.007983,0.003105,-0.019144,0.011215,-0.031131,0.012047,-0.07495,0.012047,normal
2021-09-02,89.354462,-0.015021,-0.015135,91.890971,-0.027603,-2.389522,91.960674,-0.028341,-2.495904,93.161814,-0.040868,-1.984793,-0.032861,-0.011522,-0.034907,0.011697,-0.045684,0.012193,-0.088845,0.012193,normal
2021-09-03,89.557622,0.002274,0.002271,91.705425,-0.023421,-1.690609,91.820917,-0.024649,-1.946595,93.120802,-0.038264,-1.810622,-0.020298,-0.030266,-0.026742,0.01057,-0.043514,0.012176,-0.086774,0.012176,normal
2021-09-06,91.289095,0.019334,0.019149,91.588414,-0.003268,-0.239585,91.759584,-0.005127,-0.40673,93.104052,-0.019494,-0.917043,-0.012655,-0.013259,-0.010889,0.011493,-0.025022,0.012428,-0.069118,0.012428,high
2021-09-07,91.482824,0.002122,0.00212,91.446109,0.000401,0.031389,91.652127,-0.001847,-0.157528,93.08982,-0.017263,-0.808486,-0.015317,-0.022953,-0.009248,0.011144,-0.017278,0.012431,-0.067142,0.012431,high
2021-09-08,91.370948,-0.001223,-0.001224,91.308208,0.000687,0.057765,91.566111,-0.002131,-0.190633,93.043542,-0.017976,-0.838475,-0.014868,-0.01848,-0.029493,0.011093,-0.016521,0.012165,-0.068283,0.012165,normal
2021-09-09,91.703219,0.003637,0.00363,91.206216,0.005449,0.500861,91.561508,0.001548,0.138536,93.00699,-0.014018,-0.652233,-0.011,-0.001003,-0.023357,0.010713,-0.012945,0.012172,-0.064895,0.012172,normal
2021-09-10,93.170347,0.015999,0.015872,91.321667,0.020244,1.626688,91.682202,0.016232,1.400656,93.013684,0.001684,0.078379,0.012547,0.026597,0.004329,0.010922,0.0,0.012252,-0.049934,0.012252,normal
2021-09-13,93.434635,0.002837,0.002833,91.41231,0.022123,1.606723,91.854532,0.017202,1.500326,93.021143,0.004445,0.206796,0.009796,0.0383,0.004813,0.010688,0.0,0.012253,-0.047239,0.012253,normal
2021-09-14,92.993628,-0.00472,-0.004731,91.507393,0.016242,1.112263,91.887485,0.012038,1.02639,93.016844,-0.00025,-0.011612,0.01033,0.007138,-0.002766,0.009217,-0.00472,0.012264,-0.051736,0.012264,normal
2021-09-15,94.255241,0.013567,0.013475,91.861202,0.026061,1.560724,92.027887,0.024203,1.874209,93.007699,0.013413,0.626169,0.039001,0.030707,-0.005788,0.009342,0.0,0.0122,-0.038872,0.0122,normal
2021-09-16,94.760392,0.005359,0.005345,92.401795,0.025525,1.564473,92.146383,0.028368,1.967553,92.99074,0.01903,0.896968,0.0605,0.025651,-0.010624,0.00917,0.0,0.012147,-0.03372,0.012147,normal
2021-09-17,96.542235,0.018804,0.018629,93.100256,0.036971,2.098457,92.402841,0.044797,2.548304,92.996307,0.03813,1.788664,0.07799,0.05611,0.003472,0.009496,0.0,0.012374,-0.015551,0.012374,high
2021-09-20,96.7741,0.002402,0.002399,93.648757,0.033373,1.692164,92.618586,0.044867,2.206365,92.977007,0.040839,1.9578,0.060084,0.046668,-0.011825,0.009285,0.0,0.01216,-0.013187,0.01216,normal
2021-09-21,95.381608,-0.014389,-0.014494,94.038635,0.014281,0.763944,92.742372,0.028458,1.334797,92.957295,0.02608,1.270154,0.042618,0.026648,-0.012248,0.009947,-0.014389,0.012168,-0.027386,0.012168,normal
2021-09-22,93.847194,-0.016087,-0.016218,94.28626,-0.004657,-0.288195,92.797234,0.011315,0.527122,92.923998,0.009935,0.492334,0.027101,0.01183,-0.020844,0.01064,-0.030245,0.012304,-0.043032,0.012304,normal
2021-09-23,95.744099,0.020213,0.020011,94.690348,0.011128,0.807455,92.948282,0.030079,1.336096,92.939664,0.030175,1.480219,0.044065,0.03258,0.009914,0.011456,-0.010643,0.0125,-0.02369,0.0125,high
2021-09-24,97.764643,0.021104,0.020884,95.149777,0.027482,1.760499,93.235722,0.048575,1.946696,92.996064,0.051277,2.402448,0.049311,0.062476,0.035855,0.011989,0.0,0.012765,-0.003086,0.012765,high
2021-09-27,97.573774,-0.001952,-0.001954,95.563691,0.021034,1.317361,93.488001,0.043704,1.63239,93.074747,0.048338,2.174056,0.0443,0.05453,0.050844,0.012024,-0.001952,0.012581,-0.005032,0.012581,high
2021-09-28,97.145563,-0.004389,-0.004398,95.978885,0.012156,0.883059,93.743139,0.036295,1.308231,93.134141,0.043071,1.880406,0.044648,0.055439,0.03808,0.011997,-0.006332,0.012566,-0.009399,0.012566,high
2021-09-29,98.884039,0.017896,0.017737,96.441765,0.025324,1.694165,94.151483,0.050265,1.732603,93.226353,0.060688,2.507086,0.049109,0.090026,0.059267,0.011748,0.0,0.012749,0.0,0.012749,high
2021-09-30,97.598614,-0.012999,-0.013085,96.725587,0.009026,0.642083,94.563691,0.032094,1.169479,93.324054,0.045803,1.845525,0.029952,0.092263,0.063901,0.011588,-0.012999,0.012658,-0.012999,0.012658,high
2021-10-01,96.575643,-0.010481,-0.010537,96.728928,-0.001585,-0.11277,94.914592,0.0175,0.704391,93.422923,0.033747,1.355291,0.000346,0.078363,0.065445,0.012035,-0.023344,0.012634,-0.023344,0.012634,high
2021-10-04,97.343551,0.007951,0.00792,96.785873,0.005762,0.40652,95.217315,0.02233,0.940872,93.528594,0.040789,1.618078,0.005884,0.066322,0.06967,0.011548,-0.015579,0.012659,-0.015579,0.012659,high
2021-10-05,96.903072,-0.004525,-0.004535,96.938019,-0.000361,-0.0271,95.488327,0.014816,0.668533,93.611285,0.035164,1.378806,0.015951,0.059249,0.053963,0.011672,-0.020033,0.012624,-0.020033,0.012624,high
2021-10-06,96.916498,0.000139,0.000139,97.24495,-0.003378,-0.419345,95.765605,0.012018,0.601933,93.656726,0.034806,1.344972,0.032705,0.060693,0.028946,0.011651,-0.019897,0.012248,-0.019897,0.012248,normal
2021-10-07,96.745948,-0.00176,-0.001761,97.345134,-0.006155,-0.943763,96.017741,0.007584,0.434021,93.643137,0.033134,1.290714,0.010464,0.05499,-0.008357,0.011696,-0.021622,0.011358,-0.021622,0.011358,low
2021-10-08,97.15808,0.00426,0.004251,97.284478,-0.001299,-0.203628,96.217128,0.009779,0.603008,93.627984,0.037703,1.484015,-0.006204,0.0428,-0.009271,0.011305,-0.017454,0.011351,-0.017454,0.011351,low
2021-10-11,98.83276,0.017237,0.01709,97.410377,0.014602,1.835058,96.487034,0.024311,1.541022,93.659712,0.055232,2.124797,0.012903,0.057774,0.01964,0.011774,-0.000519,0.011464,-0.000519,0.011464,low
2021-10-12,98.960041,0.001288,0.001287,97.591824,0.01402,1.528743,96.785355,0.022469,1.567952,93.734055,0.055753,2.069271,0.018678,0.064159,0.047202,0.011652,0.0,0.010974,0.0,0.010974,low
2021-10-13,99.747641,0.007959,0.007927,97.678185,0.021186,1.980972,97.059975,0.027691,1.91638,93.81614,0.063225,2.24922,0.008733,0.058272,0.05194,0.011465,0.0,0.011008,0.0,0.011008,low
2021-10-14,97.343051,-0.024107,-0.024402,97.652628,-0.00317,-0.295,97.189108,0.001584,0.118423,93.873177,0.036963,1.2969,-0.002619,0.027255,0.036438,0.012862,-0.024107,0.01139,-0.024107,0.01139,low
2021-10-15,97.305618,-0.000385,-0.000385,97.725626,-0.004298,-0.421699,97.227277,0.000806,0.060656,93.937062,0.03586,1.242681,0.007559,0.007907,0.041008,0.01223,-0.024482,0.011369,-0.024482,0.011369,low
2021-10-18,96.345237,-0.00987,-0.009919,97.625794,-0.013117,-1.190004,97.205834,-0.008853,-0.660763,93.996032,0.024993,0.862428,-0.010256,-0.004432,0.038124,0.012424,-0.03411,0.011406,-0.03411,0.011406,low
2021-10-19,94.965361,-0.014322,-0.014426,97.432023,-0.025317,-1.850927,97.185021,-0.02284,-1.663479,94.034306,0.009901,0.342153,-0.019996,-0.004364,0.024781,0.01242,-0.047944,0.011564,-0.047944,0.011564,low
2021-10-20,93.988682,-0.010285,-0.010338,97.139242,-0.032433,-1.866442,97.192096,-0.03296,-2.432552,94.036106,-0.000504,-0.017428,-0.03021,0.001508,0.00115,0.012108,-0.057735,0.011526,-0.057735,0.011526,low
2021-10-21,93.631315,-0.003802,-0.003809,96.827779,-0.033012,-1.604778,97.086456,-0.035588,-2.302316,94.028685,-0.004226,-0.146007,-0.032194,-0.022067,-0.004733,0.011217,-0.061318,0.011534,-0.061318,0.011534,low
2021-10-22,94.685012,0.011254,0.011191,96.580472,-0.019626,-0.908333,96.932475,-0.023186,-1.423182,94.041494,0.006843,0.236342,-0.025454,-0.0315,0.008183,0.010422,-0.050754,0.011621,-0.050754,0.011621,normal
2021-10-25,93.208508,-0.015594,-0.015717,96.018047,-0.029261,-1.300389,96.714212,-0.036248,-1.98503,94.048719,-0.008934,-0.308897,-0.056907,-0.044738,0.004672,0.010863,-0.065557,0.01169,-0.065557,0.01169,normal
2021-10-26,93.261427,0.000568,0.000568,95.448185,-0.02291,-1.062292,96.520005,-0.033761,-1.701411,94.087285,-0.008778,-0.306777,-0.057585,-0.039983,0.025443,0.010867,-0.065026,0.011401,-0.065026,0.011401,low
2021-10-27,92.739692,-0.005594,-0.00561,94.74739,-0.02119,-1.23765,96.212787,-0.036098,-1.734642,94.125675,-0.014725,-0.521852,-0.070257,-0.062137,0.02547,0.009881,-0.070257,0.011401,-0.070257,0.011401,low
2021-10-28,92.394225,-0.003725,-0.003732,94.252508,-0.019716,-1.234318,95.952568,-0.037084,-1.663771,94.158978,-0.018742,-0.673257,-0.050839,-0.053324,0.022105,0.009622,-0.07372,0.011413,-0.07372,0.011413,low
2021-10-29,93.531434,0.012308,0.012233,93.875089,-0.003661,-0.308119,95.800358,-0.023684,-1.032969,94.178622,-0.006872,-0.247774,-0.038787,-0.031521,0.012763,0.009975,-0.062319,0.011184,-0.062319,0.011184,low
2021-11-01,94.156186,0.00668,0.006657,93.656184,0.005339,0.648865,95.640989,-0.015525,-0.676637,94.205963,-0.000528,-0.019123,-0.022721,-0.032743,0.017731,0.009918,-0.056056,0.011213,-0.056056,0.011213,low
2021-11-02,95.698606,0.016382,0.016249,93.729509,0.021008,2.155957,95.580766,0.001233,0.05417,94.240407,0.015473,0.558938,0.007721,-0.01243,0.022072,0.010632,-0.040593,0.011301,-0.040593,0.011301,low
2021-11-03,95.540445,-0.001653,-0.001654,93.884685,0.017636,1.556698,95.511963,0.000298,0.013225,94.281226,0.013356,0.482508,0.01651,-0.014198,0.02631,0.010633,-0.042178,0.011276,-0.042178,0.011276,low
2021-11-04,94.764831,-0.008118,-0.008151,93.998037,0.008158,0.703061,95.412908,-0.006792,-0.302815,94.330719,0.004602,0.167597,0.012106,-0.020478,0.03235,0.010756,-0.049954,0.011176,-0.049954,0.011176,low
2021-11-05,94.529509,-0.002483,-0.002486,93.982486,0.00582,0.505651,95.281479,-0.007892,-0.356476,94.393603,0.00144,0.053336,-0.001642,-0.027055,0.041573,0.010692,-0.052313,0.011076,-0.052313,0.011076,low
2021-11-08,94.82395,0.003115,0.00311,94.14403,0.007222,0.632617,95.081039,-0.002704,-0.132066,94.474201,0.003702,0.140848,0.017331,-0.040562,0.053739,0.009879,-0.049361,0.011015,-0.049361,0.011015,low
2021-11-09,95.04409,0.002322,0.002319,94.322297,0.007652,0.68007,94.885241,0.001674,0.091728,94.51936,0.005552,0.212577,0.019115,-0.039571,0.029345,0.009899,-0.047155,0.01052,-0.047155,0.01052,low
2021-11-10,93.834091,-0.012731,-0.012813,94.431737,-0.006329,-0.634265,94.589563,-0.007987,-0.565523,94.559142,-0.007668,-0.29744,0.011801,-0.059285,0.026101,0.009888,-0.036047,0.010577,-0.059285,0.010577,low
2021-11-11,93.954828,0.001287,0.001286,94.587797,-0.006692,-0.922196,94.420152,-0.004928,-0.393701,94.585214,-0.006665,-0.260209,0.016891,-0.034807,0.016932,0.00865,-0.034436,0.0105,-0.058075,0.0105,low
2021-11-12,94.231343,0.002943,0.002939,94.657788,-0.004505,-0.703622,94.266439,-0.000372,-0.035842,94.632185,-0.004236,-0.167876,0.007483,-0.031594,0.03083,0.008706,-0.021941,0.010408,-0.055303,0.010408,low
2021-11-15,97.140904,0.030877,0.03041,94.95626,0.023007,2.342637,94.306222,0.030058,2.638453,94.710214,0.025664,1.016201,0.0317,0.008258,0.050635,0.010992,0.0,0.011026,-0.026133,0.011026,low
2021-11-16,99.37342,0.022982,0.022722,95.323741,0.042483,2.496834,94.526625,0.051274,3.149794,94.818006,0.048044,1.85697,0.0384,0.046418,0.069614,0.011478,0.0,0.011374,-0.003752,0.011374,low
2021-11-17,98.380809,-0.009989,-0.010039,95.607777,0.029004,1.486536,94.746231,0.038361,2.08189,94.911854,0.036549,1.398888,0.029729,0.04673,0.06071,0.011461,-0.009989,0.011458,-0.013703,0.011458,low
2021-11-18,98.061728,-0.003243,-0.003249,95.937467,0.022142,1.075348,94.967752,0.032579,1.657059,95.00083,0.03222,1.226619,0.03479,0.047318,0.057576,0.011447,-0.0132,0.01147,-0.016902,0.01147,low
2021-11-19,96.373942,-0.017211,-0.017361,96.12191,0.002622,0.131219,95.052198,0.013905,0.699151,95.073465,0.013679,0.526348,0.019512,0.017837,0.047363,0.012011,-0.030184,0.011654,-0.033822,0.011654,normal
2021-11-22,95.712353,-0.006865,-0.006888,96.210751,-0.00518,-0.26529,95.177391,0.005621,0.289692,95.126534,0.006158,0.239146,0.009369,0.026863,0.034413,0.011551,-0.036842,0.011679,-0.040455,0.011679,normal
2021-11-23,96.094744,0.003995,0.003987,96.315816,-0.002295,-0.120182,95.319056,0.008138,0.430367,95.194067,0.009461,0.372282,0.011054,0.03038,0.044022,0.011563,-0.032993,0.011661,-0.036621,0.011661,normal
2021-11-24,97.514869,0.014778,0.01467,96.683894,0.008595,0.498738,95.557815,0.02048,1.111528,95.307362,0.023162,0.933166,0.039226,0.05149,0.074933,0.011783,-0.018703,0.011626,-0.022384,0.011626,normal
2021-11-25,96.684767,-0.008513,-0.008549,96.956888,-0.002807,-0.194532,95.772342,0.009527,0.564012,95.429534,0.013154,0.560116,0.029056,0.046437,0.082036,0.011956,-0.027056,0.011503,-0.030706,0.011503,low
2021-11-26,95.947974,-0.007621,-0.00765,97.128551,-0.012155,-1.040962,95.893169,0.000572,0.035728,95.53604,0.004312,0.195481,0.018217,0.025837,0.071355,0.011914,-0.03447,0.01156,-0.038093,0.01156,low
2021-11-29,93.525922,-0.025243,-0.025567,96.767053,-0.033494,-2.069235,95.861656,-0.024366,-1.482807,95.57332,-0.021422,-0.998314,-0.037214,-0.006694,0.024503,0.013166,-0.058844,0.011802,-0.062375,0.011802,normal
2021-11-30,93.362209,-0.00175,-0.001752,96.165932,-0.029155,-1.748213,95.744836,-0.024885,-1.429346,95.604643,-0.023455,-1.120147,-0.060491,-0.024414,0.020544,0.012602,-0.060491,0.011803,-0.064016,0.011803,normal
2021-12-01,92.19793,-0.012471,-0.012549,95.547644,-0.035058,-1.851344,95.577711,-0.035362,-1.838989,95.618426,-0.035772,-1.731559,-0.062846,-0.034985,0.009051,0.012841,-0.072207,0.011916,-0.075688,0.011916,normal
2021-12-02,91.632352,-0.006134,-0.006153,94.904706,-0.03448,-1.68731,95.421087,-0.039705,-1.871486,95.617245,-0.041675,-2.014866,-0.065565,-0.033055,-0.000773,0.012799,-0.077899,0.011935,-0.081358,0.011935,normal
2021-12-03,90.691358,-0.010269,-0.010322,94.336448,-0.038639,-1.630511,95.229179,-0.047652,-2.001479,95.575929,-0.051107,-2.379354,-0.058964,-0.040603,-0.026607,0.012937,-0.087368,0.011824,-0.090792,0.011824,normal
2021-12-06,90.60695,-0.000931,-0.000931,93.825908,-0.034308,-1.320906,95.018329,-0.046427,-1.777983,95.528801,-0.051522,-2.308094,-0.053341,-0.044472,-0.030264,0.012888,-0.088217,0.011816,-0.091638,0.011816,normal
2021-12-07,88.733561,-0.020676,-0.020893,93.089789,-0.046796,-1.593305,94.702803,-0.063031,-2.106335,95.457799,-0.070442,-2.947445,-0.076603,-0.066396,-0.04581,0.013448,-0.107069,0.012086,-0.110419,0.012086,normal
2021-12-08,87.202556,-0.017254,-0.017405,92.058558,-0.052749,-1.72555,94.371226,-0.075962,-2.191909,95.340255,-0.085354,-3.241471,-0.105751,-0.070673,-0.074825,0.01364,-0.122476,0.012123,-0.125768,0.012123,normal
2021-12-09,89.477268,0.026085,0.025751,91.337808,-0.02037,-0.764275,94.147348,-0.049604,-1.3575,95.252203,-0.060628,-2.204536,-0.074546,-0.047657,-0.055752,0.015077,-0.099586,0.012592,-0.102964,0.012592,high
2021-12-10,88.123173,-0.015133,-0.015249,90.555328,-0.026858,-1.183677,93.841939,-0.06094,-1.553237,95.111885,-0.073479,-2.524833,-0.081553,-0.064821,-0.087206,0.015274,-0.113212,0.012457,-0.116539,0.012457,high
2021-12-13,86.988342,-0.012878,-0.012961,89.90157,-0.032405,-1.424144,93.334311,-0.067992,-1.632944,94.948789,-0.083839,-2.700555,-0.069901,-0.104514,-0.10112,0.013229,-0.124632,0.012532,-0.127916,0.012532,high
2021-12-14,88.944899,0.022492,0.022243,89.459839,-0.005756,-0.303259,92.812885,-0.041675,-1.03485,94.84151,-0.062173,-1.936166,-0.047314,-0.104943,-0.067484,0.013177,-0.095912,0.012796,-0.108301,0.012796,high
2021-12-15,92.118692,0.035683,0.035061,89.451915,0.029812,1.582317,92.499779,-0.00412,-0.108456,94.812702,-0.028414,-0.879561,-0.000859,-0.063652,-0.018418,0.015873,-0.060605,0.013482,-0.076483,0.013482,stress
2021-12-16,90.850843,-0.013763,-0.013859,89.373764,0.016527,0.924149,92.139235,-0.013983,-0.391941,94.731148,-0.040961,-1.250938,-0.008529,-0.073534,-0.051108,0.01604,-0.068339,0.013325,-0.089193,0.013325,stress
2021-12-17,90.468352,-0.00421,-0.004219,89.351463,0.0125,0.706338,91.843956,-0.014978,-0.435844,94.609543,-0.043771,-1.325795,-0.002459,-0.061278,-0.074631,0.015739,-0.072261,0.013022,-0.093028,0.013022,stress
2021-12-20,90.858082,0.004308,0.004299,89.376577,0.016576,0.924309,91.601242,-0.008113,-0.244973,94.497615,-0.038515,-1.160703,0.002772,-0.050717,-0.068827,0.015792,-0.068264,0.013041,-0.08912,0.013041,stress
2021-12-21,92.781116,0.021165,0.020944,89.781332,0.033412,1.598217,91.435561,0.014716,0.468873,94.424874,-0.017408,-0.526178,0.045615,-0.034483,-0.044927,0.016568,-0.048544,0.01334,-0.069842,0.01334,stress
2021-12-22,91.707195,-0.011575,-0.011642,90.231796,0.016351,0.848164,91.145177,0.006166,0.223789,94.30526,-0.02755,-0.841309,0.051657,-0.059557,-0.072578,0.016256,-0.051482,0.013189,-0.080608,0.013189,stress
